net,length_um
_05954_,6.935
_06107_,6.935
_06203_,6.935
_06338_,6.935
_06399_,6.935
_392_\[2\],6.935
_02322_,6.93
_02979_,6.93
_02769_,6.92
_02917_,6.915
_00258_,6.9
_01019_,6.9
_01083_,6.9
_01151_,6.9
_01185_,6.9
_04786_,6.88
_05584_,6.88
_00322_,6.86
_00452_,6.86
_00683_,6.86
_00746_,6.86
_00940_,6.86
_04761_,6.86
_04947_,6.86
_05209_,6.86
_01032_,6.855
_01056_,6.855
_01636_,6.855
_01679_,6.855
_02062_,6.855
_02415_,6.855
_03174_,6.855
_03382_,6.855
_03536_,6.855
_04382_,6.855
_04528_,6.855
_04734_,6.855
_04778_,6.855
_04935_,6.855
_05531_,6.855
_05592_,6.855
_05714_,6.855
_05766_,6.855
_06039_,6.855
_06303_,6.855
_06307_,6.855
_06417_,6.855
_06420_,6.855
_225_\[25\],6.855
_03193_,6.85
_00660_,6.84
_05751_,6.835
_01587_,6.815
_02075_,6.815
_02146_,6.815
_02766_,6.815
_04440_,6.815
_04446_,6.815
_05237_,6.815
_05497_,6.815
_05868_,6.815
_06065_,6.815
_06153_,6.815
_06312_,6.815
_06341_,6.815
_06452_,6.815
_06482_,6.815
_225_\[12\],6.815
_04319_,6.795
_03305_,6.79
_00133_,6.78
_02795_,6.78
_03230_,6.78
_03900_,6.78
_04726_,6.78
_05362_,6.78
_05711_,6.78
_05891_,6.78
_05973_,6.78
_06062_,6.78
din[24],6.765
_04545_,6.76
_06356_,6.76
_00686_,6.755
_02859_,6.755
_05829_,6.755
_124_\[13\],6.755
_00208_,6.745
_00272_,6.745
_00416_,6.745
_00439_,6.745
_00622_,6.74
_05474_,6.74
_01293_,6.735
_02568_,6.735
_04530_,6.735
_05370_,6.735
_06017_,6.735
_02315_,6.73
_00785_,6.725
_00880_,6.725
_04850_,6.72
_04887_,6.72
_02179_,6.715
_04003_,6.715
_04109_,6.715
_02379_,6.7
_00360_,6.695
_00899_,6.695
_00991_,6.695
_02073_,6.695
_04463_,6.69
_00366_,6.685
_00385_,6.685
_00260_,6.68
_00845_,6.68
_00886_,6.68
_00892_,6.68
_00948_,6.68
dout[30],6.665
_02372_,6.66
_02432_,6.66
_02788_,6.66
_00890_,6.645
_00526_,6.64
_00641_,6.64
_00968_,6.64
_00981_,6.64
_05681_,6.64
_05734_,6.64
_00171_,6.62
_04246_,6.615
_01211_,6.61
_02455_,6.6
_03224_,6.6
_03524_,6.6
_06261_,6.6
_01294_,6.595
_01957_,6.595
_03442_,6.595
_04889_,6.595
_00228_,6.58
_00330_,6.58
_03550_,6.575
_02542_,6.57
_00456_,6.565
_00579_,6.56
_00717_,6.56
_00847_,6.56
din[10],6.545
din[17],6.545
din[27],6.545
_00254_,6.54
_00895_,6.54
_01059_,6.54
_01070_,6.54
_01204_,6.52
_02931_,6.515
_03156_,6.515
_03412_,6.515
_03980_,6.515
_04525_,6.515
_04599_,6.515
_04737_,6.515
_04860_,6.515
_05863_,6.515
_05930_,6.515
_06391_,6.515
_06432_,6.515
_00315_,6.5
_00327_,6.5
_00343_,6.5
_02263_,6.495
_04878_,6.495
_05796_,6.495
_06181_,6.495
_00503_,6.48
_01195_,6.48
_00906_,6.475
_01390_,6.475
_01527_,6.475
_02047_,6.475
_02312_,6.475
_03618_,6.475
_04391_,6.475
_04499_,6.475
_05054_,6.475
_05164_,6.475
_05167_,6.475
_05469_,6.475
_05611_,6.475
_05657_,6.475
_06362_,6.475
_00185_,6.445
_00213_,6.44
_00265_,6.44
_00791_,6.44
_01041_,6.44
_01050_,6.44
_01077_,6.44
_01130_,6.44
_04819_,6.42
_02708_,6.415
_02805_,6.415
_00917_,6.4
_00950_,6.395
_01058_,6.395
_01068_,6.395
_01808_,6.395
_02087_,6.395
_02718_,6.395
_02916_,6.395
_03124_,6.395
_03274_,6.395
_03623_,6.395
_03637_,6.395
_04036_,6.395
_04349_,6.395
_04402_,6.395
_04616_,6.395
_04704_,6.395
_04756_,6.395
_04881_,6.395
_05006_,6.395
_05312_,6.395
_05378_,6.395
_06301_,6.395
_06376_,6.395
_06406_,6.395
_06488_,6.395
_00178_,6.375
_00391_,6.355
_00409_,6.355
_00676_,6.355
_02137_,6.355
_02741_,6.355
_02930_,6.355
_03539_,6.355
_03690_,6.355
_03995_,6.355
_04264_,6.355
_04669_,6.355
_04782_,6.355
_04899_,6.355
_05430_,6.355
_05553_,6.355
_05599_,6.355
_05702_,6.355
_05761_,6.355
_05901_,6.355
_04661_,6.34
_246_\[30\],6.33
_00448_,6.325
_03734_,6.325
dout[19],6.325
dout[21],6.325
_00140_,6.32
_01555_,6.32
_01621_,6.32
_02417_,6.32
_02551_,6.32
_04200_,6.32
_04736_,6.32
_04744_,6.32
_04795_,6.32
_01229_,6.3
_06381_,6.3
_06472_,6.3
_00562_,6.295
_01044_,6.295
_01078_,6.295
_02825_,6.295
_03209_,6.295
_124_\[0\],6.295
_00187_,6.285
_00267_,6.285
_00444_,6.285
_00635_,6.285
_00465_,6.28
_00989_,6.28
_00298_,6.275
_00764_,6.275
_03097_,6.275
_04193_,6.275
_04242_,6.275
_05446_,6.275
_05691_,6.275
_05978_,6.27
_00697_,6.26
_05018_,6.26
_05535_,6.25
_04159_,6.235
_05247_,6.235
_02289_,6.23
_04229_,6.23
_00678_,6.225
_00826_,6.225
_00556_,6.22
_00612_,6.22
_00885_,6.22
_00945_,6.2
_01203_,6.2
_00325_,6.18
_00466_,6.18
_01113_,6.18
_05031_,6.18
_00563_,6.175
_01086_,6.175
_02061_,6.17
_00110_,6.165
_00189_,6.16
_01637_,6.155
_03681_,6.155
_02986_,6.15
_03226_,6.15
_03576_,6.15
_03676_,6.15
_04733_,6.14
_237_\[25\],6.14
_02856_,6.135
_04961_,6.135
_04511_,6.125
_00567_,6.12
_02188_,6.11
_02306_,6.11
_00854_,6.1
_00554_,6.085
_00442_,6.08
_00560_,6.08
_00569_,6.06
_00806_,6.06
_00230_,6.055
_00407_,6.055
_00666_,6.055
_00682_,6.055
_01683_,6.055
_02023_,6.055
_02183_,6.055
_03243_,6.055
_03399_,6.055
_03502_,6.055
_04662_,6.055
_05240_,6.055
_05374_,6.055
_05420_,6.055
_05608_,6.055
_05771_,6.055
_06426_,6.055
_02420_,6.05
_03824_,6.045
_00180_,6.04
_00623_,6.04
_00663_,6.04
_00684_,6.04
_00801_,6.04
_00932_,6.04
_01018_,6.04
_01064_,6.04
_01098_,6.04
_01155_,6.04
_00199_,6.02
_00988_,6.02
_01061_,6.02
_00552_,6.015
_00670_,6.015
_00766_,6.015
_01831_,6.015
_03214_,6.015
_03317_,6.015
_03523_,6.015
_03673_,6.015
_04657_,6.015
_04884_,6.015
_05092_,6.015
_05160_,6.015
_05471_,6.015
_05484_,6.015
_05811_,6.015
_05833_,6.015
_05850_,6.015
_06027_,6.015
_06352_,6.015
_06367_,6.015
_06377_,6.015
_06380_,6.015
_06385_,6.015
_04341_,5.99
_00194_,5.98
_00215_,5.98
_00534_,5.98
_00769_,5.98
_00903_,5.98
_00971_,5.98
_03361_,5.98
_05882_,5.98
_00977_,5.965
_01384_,5.935
_01489_,5.935
_02005_,5.935
_02022_,5.935
_02903_,5.935
_03106_,5.935
_03345_,5.935
_03346_,5.935
_03710_,5.935
_04136_,5.935
_04480_,5.935
_05382_,5.935
_05907_,5.935
_06072_,5.935
_06330_,5.935
_225_\[15\],5.935
_237_\[7\],5.935
_05824_,5.92
_01271_,5.91
_00117_,5.895
_01022_,5.895
_01369_,5.895
_01386_,5.895
_01791_,5.895
_02221_,5.895
_02358_,5.895
_03355_,5.895
_03526_,5.895
_03648_,5.895
_04399_,5.895
_04569_,5.895
_04773_,5.895
_04893_,5.895
_04902_,5.895
_05255_,5.895
_05419_,5.895
_05514_,5.895
_05831_,5.895
_05931_,5.895
_06059_,5.895
_06148_,5.895
_06155_,5.895
_06191_,5.895
_06242_,5.895
_06315_,5.895
_06343_,5.895
_06453_,5.895
_00331_,5.885
_01674_,5.87
_04336_,5.87
_00487_,5.865
din[5],5.865
_00206_,5.86
_00602_,5.86
_01490_,5.86
_01929_,5.86
_03202_,5.86
_03797_,5.86
_04174_,5.86
_04315_,5.86
_04458_,5.86
_04614_,5.86
_05010_,5.86
_05033_,5.86
_05396_,5.86
_05415_,5.86
_01410_,5.84
_01953_,5.84
_06322_,5.84
_01705_,5.82
_225_\[31\],5.82
_01127_,5.815
_01334_,5.815
_02162_,5.815
_03556_,5.815
_04343_,5.815
_04810_,5.815
_00677_,5.805
_00882_,5.805
_04720_,5.8
_00200_,5.795
_00372_,5.795
_00380_,5.795
_00936_,5.795
_02508_,5.79
_01031_,5.775
_05493_,5.775
_02204_,5.77
_00422_,5.765
_00188_,5.76
_01035_,5.76
rst,5.745
_00853_,5.74
_02592_,5.74
_04879_,5.74
_05571_,5.74
_05945_,5.74
_06276_,5.74
_00115_,5.72
_00795_,5.72
_00887_,5.72
_01186_,5.72
_01748_,5.72
_03175_,5.72
_03466_,5.72
_04088_,5.72
_04897_,5.72
_00897_,5.715
_01965_,5.715
_03003_,5.715
_04985_,5.71
_01190_,5.705
_00294_,5.7
_00446_,5.7
_02026_,5.695
_03370_,5.695
_05242_,5.695
_01458_,5.69
_04064_,5.69
_06094_,5.68
_00326_,5.675
_00607_,5.675
_04220_,5.675
_00363_,5.66
_01180_,5.66
_03909_,5.65
_00901_,5.64
_01006_,5.64
_02872_,5.64
_04610_,5.625
_00156_,5.62
_00214_,5.62
_00312_,5.62
_00417_,5.62
_00900_,5.62
_01072_,5.62
_02283_,5.595
_02343_,5.595
_03068_,5.595
_03257_,5.595
_03384_,5.595
_03833_,5.595
_04300_,5.595
_04521_,5.595
_05276_,5.595
_05338_,5.595
_05505_,5.595
_05525_,5.595
_06456_,5.595
_02545_,5.59
_00104_,5.56
_01067_,5.56
_00355_,5.555
_00675_,5.555
_00711_,5.555
_00712_,5.555
_01798_,5.555
_02185_,5.555
_02410_,5.555
_03231_,5.555
_03487_,5.555
_04173_,5.555
_04620_,5.555
_04621_,5.555
_05399_,5.555
_05408_,5.555
_05717_,5.555
_05854_,5.555
_06053_,5.555
_06122_,5.555
_06205_,5.555
_06228_,5.555
_06244_,5.555
_06286_,5.555
_06297_,5.555
_06314_,5.555
_06396_,5.555
_124_\[28\],5.555
_225_\[2\],5.555
_237_\[27\],5.555
_00565_,5.53
_00589_,5.53
_02261_,5.53
din[4],5.525
_00483_,5.52
_00498_,5.52
_00535_,5.52
_04894_,5.52
_00866_,5.5
_04741_,5.5
_00875_,5.495
_00235_,5.48
_00192_,5.475
_00195_,5.475
_00233_,5.475
_00334_,5.475
_00435_,5.475
_00652_,5.475
_01758_,5.475
_01999_,5.475
_02007_,5.475
_02088_,5.475
_02763_,5.475
_03084_,5.475
_03447_,5.475
_03842_,5.475
_04198_,5.475
_04483_,5.475
_04742_,5.475
_05097_,5.475
_05577_,5.475
_05926_,5.475
_06136_,5.475
_06206_,5.475
_06468_,5.475
_06471_,5.475
_225_\[20\],5.475
_237_\[11\],5.475
_05281_,5.47
_00550_,5.455
_00624_,5.455
_00184_,5.435
_00253_,5.435
_00285_,5.435
_00664_,5.435
_00735_,5.435
_00925_,5.435
_01012_,5.435
_01071_,5.435
_01147_,5.435
_01159_,5.435
_01382_,5.435
_02748_,5.435
_03077_,5.435
_03261_,5.435
_03386_,5.435
_03641_,5.435
_03839_,5.435
_04469_,5.435
_04660_,5.435
_04929_,5.435
_05139_,5.435
_05176_,5.435
_05180_,5.435
_05329_,5.435
_05425_,5.435
_05470_,5.435
_05475_,5.435
_06046_,5.435
_06073_,5.435
_06450_,5.435
_06454_,5.435
_06480_,5.435
_00649_,5.425
_02887_,5.425
_00618_,5.4
_01916_,5.4
_02090_,5.4
_02115_,5.4
_03993_,5.4
_04536_,5.4
_04666_,5.4
_04680_,5.4
_05173_,5.4
_05401_,5.4
_05447_,5.4
_05718_,5.4
_05878_,5.4
_01270_,5.38
_02683_,5.38
_00282_,5.375
_00851_,5.375
_01883_,5.375
_04052_,5.375
_02159_,5.355
_02464_,5.355
_00638_,5.345
_01770_,5.34
_04182_,5.34
_04713_,5.34
_00220_,5.305
_00277_,5.305
_00278_,5.305
_00376_,5.305
_00462_,5.305
_00636_,5.305
_00721_,5.305
_00730_,5.305
_00779_,5.305
_01112_,5.305
_00167_,5.3
_00177_,5.3
_01135_,5.3
_05063_,5.295
_03851_,5.28
_04699_,5.28
_05040_,5.28
_05246_,5.28
_05254_,5.28
_05908_,5.28
_06321_,5.28
_06332_,5.28
_06359_,5.28
_00374_,5.26
_00460_,5.26
_01060_,5.26
_01124_,5.26
_01138_,5.26
_01142_,5.26
_01983_,5.26
_02209_,5.26
_03321_,5.26
_04763_,5.26
_00645_,5.255
_01743_,5.255
_04473_,5.255
_04559_,5.255
_04769_,5.255
_04972_,5.255
_00832_,5.245
_00841_,5.245
_00868_,5.245
_00916_,5.245
_00951_,5.245
_00954_,5.245
_01021_,5.245
_01023_,5.245
_01065_,5.245
_01069_,5.245
_01090_,5.245
_01108_,5.245
_01129_,5.245
_01131_,5.245
_01196_,5.245
_04232_,5.24
_01797_,5.235
_04330_,5.235
_00241_,5.215
_00993_,5.215
_00323_,5.2
_00881_,5.2
_00476_,5.19
_00762_,5.19
_00787_,5.19
_01132_,5.19
_01322_,5.19
_02450_,5.19
_03716_,5.19
_04765_,5.19
_04858_,5.19
_05432_,5.19
_05848_,5.19
_05957_,5.19
_06227_,5.19
_00251_,5.185
_00860_,5.18
_00985_,5.18
_00148_,5.16
_00204_,5.16
_00440_,5.16
_00580_,5.16
_00803_,5.16
_00955_,5.16
_01128_,5.16
_04842_,5.16
_00223_,5.135
_01074_,5.135
_01725_,5.135
_01742_,5.135
_02033_,5.135
_02103_,5.135
_02266_,5.135
_02885_,5.135
_03242_,5.135
_03272_,5.135
_03445_,5.135
_03516_,5.135
_03744_,5.135
_03779_,5.135
_03971_,5.135
_04576_,5.135
_04652_,5.135
_04815_,5.135
_04921_,5.135
_04999_,5.135
_05017_,5.135
_05919_,5.135
_06113_,5.135
_06141_,5.135
_06226_,5.135
_06252_,5.115
_00561_,5.105
_00281_,5.1
_00381_,5.1
_00387_,5.1
_00392_,5.1
_00401_,5.1
_00591_,5.1
_00614_,5.1
_00822_,5.1
_01084_,5.1
_00637_,5.095
_00658_,5.095
_00693_,5.095
_00836_,5.095
_00953_,5.095
_01002_,5.095
_01713_,5.095
_02065_,5.095
_02521_,5.095
_02901_,5.095
_03609_,5.095
_04632_,5.095
_05426_,5.095
_05982_,5.095
_06096_,5.095
_06265_,5.095
_06305_,5.095
_06458_,5.095
_03201_,5.09
_00249_,5.06
_00283_,5.06
_00532_,5.06
_00594_,5.06
_00648_,5.06
_01188_,5.06
_01506_,5.06
_02278_,5.06
_04623_,5.06
_04387_,5.045
_04407_,5.02
_00414_,5.015
_01441_,5.015
_01453_,5.015
_01592_,5.015
_01819_,5.015
_01854_,5.015
_01970_,5.015
_02122_,5.015
_02348_,5.015
_02732_,5.015
_02740_,5.015
_02809_,5.015
_03195_,5.015
_03855_,5.015
_04086_,5.015
_04121_,5.015
_04302_,5.015
_05126_,5.015
_05153_,5.015
_05257_,5.015
_05302_,5.015
_05394_,5.015
_05613_,5.015
_05623_,5.015
_05778_,5.015
_05865_,5.015
_06061_,5.015
_06243_,5.015
_06283_,5.015
_06400_,5.015
_00839_,5.005
_00517_,4.99
_00196_,4.98
_04474_,4.97
_00124_,4.965
_00174_,4.965
_00512_,4.965
_00273_,4.945
_00804_,4.94
_01053_,4.94
_02366_,4.94
_02944_,4.94
_04141_,4.94
_04592_,4.94
_04794_,4.94
_04831_,4.94
_04932_,4.94
_05512_,4.94
_05666_,4.94
_04911_,4.92
_06429_,4.92
_00222_,4.915
_00297_,4.915
_01156_,4.915
_04317_,4.915
_06057_,4.915
_01767_,4.9
_00453_,4.895
_05239_,4.895
_05832_,4.895
_06001_,4.895
_00193_,4.885
_00270_,4.885
_01182_,4.885
_05963_,4.875
_01385_,4.85
_02443_,4.85
_02569_,4.85
_02821_,4.85
_03137_,4.85
_04334_,4.85
_04388_,4.85
_04883_,4.85
_05261_,4.85
_05278_,4.85
_06179_,4.85
_06250_,4.85
_06427_,4.85
_00304_,4.84
_00309_,4.84
_00455_,4.84
_00518_,4.84
_00533_,4.84
_00780_,4.84
_00930_,4.84
_00941_,4.84
_03350_,4.84
_02593_,4.82
_02696_,4.82
_04323_,4.82
_04552_,4.82
_04781_,4.82
_05012_,4.82
_05046_,4.82
_05141_,4.82
_05206_,4.82
_05492_,4.82
_00150_,4.8
_00731_,4.8
_00796_,4.8
_01915_,4.8
_06463_,4.8
_225_\[27\],4.8
_01534_,4.795
_01633_,4.795
_02998_,4.795
_04154_,4.795
_04476_,4.795
_237_\[28\],4.795
_00116_,4.785
_00126_,4.785
_00373_,4.785
_00798_,4.785
_00829_,4.785
_00879_,4.785
_00911_,4.785
_00943_,4.785
_00947_,4.785
_00949_,4.785
_00959_,4.785
_00998_,4.785
_01048_,4.785
_01055_,4.785
_01133_,4.785
_01150_,4.785
_01167_,4.785
_01450_,4.775
_01724_,4.775
_02382_,4.775
_00119_,4.755
_00353_,4.755
_00834_,4.755
_01075_,4.755
_01095_,4.755
_01096_,4.755
_01160_,4.755
_02309_,4.755
_03349_,4.755
_04417_,4.755
_05997_,4.755
_00329_,4.74
_05536_,4.73
_00499_,4.725
_00217_,4.7
_00232_,4.7
_00365_,4.7
_00915_,4.7
_01094_,4.7
_04825_,4.695
_00111_,4.68
_03721_,4.68
_05451_,4.68
_01774_,4.675
_03185_,4.675
_03334_,4.675
_03547_,4.675
_03559_,4.675
_04450_,4.675
_04903_,4.675
_05045_,4.675
_05166_,4.675
_05521_,4.675
_05767_,4.675
_05789_,4.675
_06095_,4.675
_06130_,4.675
_06202_,4.675
_06340_,4.675
_06490_,4.675
_01950_,4.67
_05839_,4.655
_00263_,4.64
_00378_,4.64
_00548_,4.64
_00653_,4.64
_01183_,4.64
_03500_,4.63
_00127_,4.6
_00525_,4.6
_00726_,4.6
_00904_,4.6
_00927_,4.6
_01118_,4.6
_05118_,4.6
_05900_,4.6
_05953_,4.6
_00259_,4.575
_01001_,4.575
_00295_,4.555
_00356_,4.555
_00364_,4.555
_00436_,4.555
_01414_,4.555
_01885_,4.555
_02429_,4.555
_02600_,4.555
_02841_,4.555
_03769_,4.555
_04237_,4.555
_04247_,4.555
_04420_,4.555
_04672_,4.555
_04695_,4.555
_05267_,4.555
_05479_,4.555
_05607_,4.555
_05706_,4.555
_05840_,4.555
_06214_,4.555
_06478_,4.555
_05526_,4.535
_00147_,4.51
_00164_,4.51
_00313_,4.51
_00400_,4.51
_00459_,4.51
_00496_,4.51
_00914_,4.51
_01812_,4.51
_02258_,4.51
_03183_,4.51
_225_\[11\],4.51
_00131_,4.505
_00370_,4.485
_00763_,4.48
_01199_,4.48
_01976_,4.48
_02556_,4.48
_02802_,4.48
_04184_,4.48
_04279_,4.48
_04322_,4.48
_04703_,4.48
_04963_,4.48
_05797_,4.48
_06050_,4.48
_00674_,4.46
_05679_,4.46
_06188_,4.46
_00198_,4.455
_00237_,4.455
_00261_,4.455
_00345_,4.455
_00399_,4.455
_00857_,4.455
_00871_,4.455
_00371_,4.435
_00574_,4.435
_00699_,4.435
_01937_,4.435
_00210_,4.425
_00757_,4.425
_00852_,4.425
_04203_,4.415
_05685_,4.415
_03130_,4.41
_00333_,4.38
_00741_,4.38
_00807_,4.38
_00944_,4.36
_01395_,4.36
_01832_,4.36
_02051_,4.36
_03953_,4.36
_05315_,4.36
_06442_,4.36
_237_\[21\],4.36
_05091_,4.355
_00411_,4.335
_01987_,4.335
_02015_,4.335
_02182_,4.335
_02369_,4.335
_02836_,4.335
_03165_,4.335
_05413_,4.335
_02595_,4.315
_00151_,4.295
_00367_,4.28
_00495_,4.28
_00551_,4.28
_00902_,4.28
_00605_,4.26
_00293_,4.24
_01137_,4.24
_01179_,4.24
_03854_,4.24
_05461_,4.24
_00386_,4.215
_00433_,4.215
_01538_,4.215
_02509_,4.215
_03013_,4.215
_03079_,4.215
_03220_,4.215
_03253_,4.215
_03563_,4.215
_03661_,4.215
_04714_,4.215
_05333_,4.215
_05410_,4.215
_05630_,4.215
_05652_,4.215
_06043_,4.215
_06220_,4.215
_06262_,4.215
_06271_,4.215
_225_\[30\],4.215
_237_\[4\],4.215
_06165_,4.195
_01845_,4.19
_00256_,4.18
_00501_,4.18
_00634_,4.18
_00651_,4.18
_00923_,4.18
_02912_,4.17
_02471_,4.145
_00467_,4.14
_00492_,4.14
_00723_,4.14
_00775_,4.14
_00850_,4.14
_01332_,4.14
_01347_,4.14
_01577_,4.14
_02752_,4.14
_03286_,4.14
_03882_,4.14
_05269_,4.14
_05324_,4.14
_05800_,4.14
_05862_,4.14
_00575_,4.12
_01913_,4.12
_02572_,4.1
_04595_,4.1
_00186_,4.095
_00555_,4.095
_01122_,4.095
_01288_,4.095
_01350_,4.095
_01539_,4.095
_01795_,4.095
_02247_,4.095
_02304_,4.095
_02328_,4.095
_02623_,4.095
_02879_,4.095
_02920_,4.095
_03208_,4.095
_03635_,4.095
_04192_,4.095
_04263_,4.095
_04268_,4.095
_04665_,4.095
_04762_,4.095
_05020_,4.095
_05155_,4.095
_05161_,4.095
_05170_,4.095
_05232_,4.095
_05939_,4.095
_06108_,4.095
_06109_,4.095
_06211_,4.095
_06287_,4.095
_06318_,4.095
_06347_,4.095
_225_\[16\],4.095
_00630_,4.025
_00368_,4.02
_00802_,4.02
_01726_,4.02
_01780_,4.02
_02069_,4.02
_02559_,4.02
_02574_,4.02
_03027_,4.02
_04012_,4.02
_04196_,4.02
_04251_,4.02
_04668_,4.02
_04863_,4.02
_05551_,4.02
_05569_,4.02
_06033_,4.02
_00431_,4
_04180_,4
_00305_,3.995
_00412_,3.995
_00419_,3.995
_00484_,3.995
_00537_,3.995
_01088_,3.995
_01951_,3.995
_00553_,3.975
_00748_,3.975
_02236_,3.975
_00138_,3.925
_00308_,3.92
_00451_,3.92
_00474_,3.92
_00913_,3.92
_00946_,3.92
_01037_,3.92
_01120_,3.92
_01153_,3.92
_00300_,3.9
_00457_,3.9
_00709_,3.9
_01373_,3.9
_04148_,3.9
_04213_,3.9
_04448_,3.9
_05144_,3.9
_05147_,3.9
_05152_,3.9
_06080_,3.9
_06121_,3.9
_06133_,3.9
_237_\[9\],3.9
_02813_,3.88
_03594_,3.88
_04227_,3.88
_02831_,3.875
_03332_,3.875
_04134_,3.875
_225_\[5\],3.875
_03591_,3.855
_04351_,3.855
_05309_,3.83
_00268_,3.82
_00449_,3.8
_00317_,3.78
_00358_,3.78
_00578_,3.78
_00667_,3.78
_01047_,3.78
_03917_,3.78
_00100_,3.76
_00102_,3.76
_00531_,3.755
_00654_,3.755
_01454_,3.755
_01659_,3.755
_01721_,3.755
_01729_,3.755
_02284_,3.755
_02437_,3.755
_02770_,3.755
_02980_,3.755
_03057_,3.755
_03132_,3.755
_03511_,3.755
_03776_,3.755
_03963_,3.755
_03990_,3.755
_04613_,3.755
_04687_,3.755
_04729_,3.755
_04875_,3.755
_05591_,3.755
_05843_,3.755
_06126_,3.755
_06288_,3.755
_06333_,3.755
_06455_,3.755
_00405_,3.735
_00128_,3.72
_00197_,3.72
_00303_,3.72
_00505_,3.72
_00592_,3.72
_00617_,3.72
_00896_,3.72
_00935_,3.72
_01080_,3.72
_00169_,3.68
_00209_,3.68
_00340_,3.68
_00644_,3.68
_00708_,3.68
_00752_,3.68
_00760_,3.68
_00816_,3.68
_00830_,3.68
_00980_,3.68
_01165_,3.68
_02908_,3.68
_03340_,3.68
_04008_,3.68
_04033_,3.68
_05433_,3.68
_00974_,3.66
_00191_,3.635
_00319_,3.635
_00691_,3.635
_00727_,3.635
_00781_,3.635
_01057_,3.635
_01371_,3.635
_01910_,3.635
_02010_,3.635
_02149_,3.635
_02707_,3.635
_03065_,3.635
_03075_,3.635
_03343_,3.635
_03584_,3.635
_03853_,3.635
_04272_,3.635
_04400_,3.635
_04518_,3.635
_04641_,3.635
_05128_,3.635
_05221_,3.635
_05229_,3.635
_05341_,3.635
_05538_,3.635
_05690_,3.635
_05737_,3.635
_05750_,3.635
_05821_,3.635
_05972_,3.635
_06169_,3.635
_06182_,3.635
_06229_,3.635
_06266_,3.635
_06348_,3.635
_06363_,3.635
_06388_,3.635
_06470_,3.635
_225_\[29\],3.635
_00606_,3.61
_00655_,3.56
_01842_,3.56
_02243_,3.56
_02874_,3.56
_04502_,3.56
_04542_,3.56
_04702_,3.56
_04716_,3.56
_04757_,3.56
_04949_,3.56
_05157_,3.56
_00437_,3.54
_04226_,3.54
_05746_,3.54
_00491_,3.505
_00163_,3.5
_02319_,3.49
_02522_,3.49
_00729_,3.485
_00390_,3.46
_00454_,3.46
_00656_,3.46
_00714_,3.46
_00715_,3.46
_00967_,3.46
_01164_,3.46
_03268_,3.45
_00477_,3.44
_00626_,3.44
_00846_,3.44
_01027_,3.44
_01028_,3.44
_01140_,3.44
_01920_,3.44
_02150_,3.44
_03939_,3.44
_05775_,3.44
_06084_,3.44
_06110_,3.44
_06114_,3.44
_06339_,3.44
_06366_,3.44
_06428_,3.44
_06465_,3.44
_237_\[13\],3.44
_237_\[23\],3.44
_02773_,3.42
_06063_,3.42
_00118_,3.415
_00135_,3.415
_00350_,3.415
_02785_,3.415
_225_\[4\],3.415
_237_\[15\],3.415
_00490_,3.375
_00570_,3.36
_00825_,3.36
_00999_,3.36
_02608_,3.36
_00310_,3.34
_00818_,3.34
_05818_,3.33
_00182_,3.32
_00244_,3.32
_00359_,3.32
_00443_,3.32
_00603_,3.32
_01063_,3.32
_01101_,3.32
_01000_,3.295
_01476_,3.295
_01483_,3.295
_01723_,3.295
_02145_,3.295
_02361_,3.295
_02408_,3.295
_02594_,3.295
_02605_,3.295
_03023_,3.295
_03282_,3.295
_03416_,3.295
_03579_,3.295
_03603_,3.295
_03895_,3.295
_03926_,3.295
_04105_,3.295
_04439_,3.295
_04655_,3.295
_04676_,3.295
_05073_,3.295
_05114_,3.295
_05156_,3.295
_05225_,3.295
_05466_,3.295
_05747_,3.295
_05753_,3.295
_05846_,3.295
_06074_,3.295
_06154_,3.295
_06193_,3.295
_06263_,3.295
_06329_,3.295
_06375_,3.295
_06435_,3.295
_225_\[0\],3.295
_225_\[19\],3.295
_237_\[22\],3.295
_237_\[3\],3.295
_00203_,3.26
_00328_,3.26
_00338_,3.26
_00342_,3.26
_00415_,3.26
_00510_,3.26
_00659_,3.26
_00716_,3.26
_00788_,3.26
_00842_,3.26
_01089_,3.26
_01192_,3.26
_00287_,3.25
_02534_,3.22
_04162_,3.22
_04271_,3.22
_04570_,3.22
_05455_,3.22
_05115_,3.2
_03089_,3.195
_06131_,3.195
_00153_,3.18
_00316_,3.175
_00320_,3.175
_00458_,3.175
_00507_,3.175
_00587_,3.175
_00747_,3.175
_00794_,3.175
_00962_,3.175
_01025_,3.175
_01197_,3.175
_01200_,3.175
_01942_,3.175
_02547_,3.175
_02779_,3.175
_03059_,3.175
_03454_,3.175
_03574_,3.175
_03846_,3.175
_04337_,3.175
_04406_,3.175
_04562_,3.175
_04732_,3.175
_04748_,3.175
_04864_,3.175
_05082_,3.175
_05143_,3.175
_05185_,3.175
_05212_,3.175
_05660_,3.175
_06083_,3.175
_06118_,3.175
_06416_,3.175
_06440_,3.175
_225_\[23\],3.175
_237_\[17\],3.175
_237_\[2\],3.175
_436_\[1\],3.175
_00522_,3.15
_00840_,3.15
_00982_,3.15
_02113_,3.15
_03102_,3.15
_03812_,3.125
_01494_,3.12
_02482_,3.105
_00158_,3.1
_00170_,3.1
_00662_,3.1
_00814_,3.1
_00820_,3.1
_01593_,3.1
